item_id,lost_or_found,item_name,description,color,brand,location,user,timestamp
7455,lost,Water Bottle,L0st water bottle (green) bro pls help find.,green,WildHorn,Gym,Siri,2025-11-28 17:34:15
7456,found,Water Bottle,bhai Found a green water bottle with minor marks.,green,WildHorn,Gym,Yash,2025-11-30 17:34:15
7457,lost,Wallet,"Missing walletq (green), last seen near campus.",green,Casio,Gym,Arjun,2025-09-02 17:34:15
7458,found,Wallet,Wallet (green) discovered near walkway.,green,Casio,Gym,Rahul,2025-08-12 17:34:15
7459,lost,Glasses,"lol My silver glasses is gone, slightly damaged.",silver,None,Parking Area,Sneha,2025-11-12 17:34:15
7460,found,Glasses,Glasses (silver) discovered near walkway.,silver,None,Parking Area,Suma,2025-09-14 17:34:15
7461,lost,Mobile Case,"bro Can't find my mobile case (white), has a sticker.",white,Lenskart,Sports Complex,Amit,2025-08-16 17:34:15
7462,found,Mobile Case,Mobile ...Case (white) discovered near walkway.,white,Lenskart,Sports Complex,Suma,2025-09-04 17:34:15
7463,lost,ID Card,"Can't find my id card (purple), has a sticker.",purple,Fastrack,Bus Stop,Amit,2025-10-24 17:34:15
7464,found,ID Card,Found sum id card (purple) lol not sure whose.,purple,Fastrack,Bus Stop,Megha,2025-09-03 17:34:15
7465,lost,Pencil Box,"I lost my brown pencil box, has scratches near the edge.",brown,None,Admin Block,Kavya,2025-11-12 17:34:15
7466,found,Pencil Box,Found sum pencil box (brown) lol not sure whose.,brown,None,Admin Block,Sneha,2025-09-07 17:34:15
7467,lost,Clipboard,"I lost my red clipboard, has scratches near the eqdge.",red,Puma,Study Hall,Ravi,2025-10-22 17:34:15
7468,found,Watch,bro Object does not match any typical campuxs items.,grey,HP,Auditorium,Megha,2025-08-21 17:34:15
7469,lost,Water Bottle,"My silver water bottle is gone, slightly damaged.",silver,Samsung,Garden,Amit,2025-11-03 17:34:15
7470,found,Water Bottle,"silver water bottle found, looks used but fine.",silver,Samsung,Garden,Ananya,2025-08-10 17:34:15
7471,lost,Flask,"Missing flask (black), last seen near campus.",black,Lenovo,Hostel Block B,Kiran,2025-10-01 17:34:15
7472,found,Flask,Found a black flask with minor marks.,black,Lenovo,Hostel Block B,Vikas,2025-08-24 17:34:15
7473,lost,Lunch Box,"Dropped my red lunch box somewhere, idk where.",red,Reebok,Cricket Ground,Rahul,2025-10-21 17:34:15
7474,found,Lunch Box,"Picked up red lunch box, belongs to someone.",red,Reebok,Cricket Ground,Yash,2025-08-04 17:34:15
7475,lost,Glasses,"Can't find my glasses (pink), has a sticker.",pink,Lenskart,Sports Ground,Harsha,2025-08-16 17:34:15
7476,found,Glasses,"pink glasses found, looks used but fine.",pink,Lenskart,Sports Ground,Harsha,2025-11-02 17:34:15
7477,lost,Keychain,"Dropped my grey keychain somewhere, idk where.",grey,WildHorn,Admin Block,Megha,2025-09-05 17:34:15
7478,found,Keychain,Found a  grey keychain with minor marks.,grey,WildHorn,Admin Block,Vikas,2025-11-09 17:34:15
7479,lost,Pen,"Can't find my pen (grey), has a sticker.",grey,HP,Auditorium,Harsha,2025-11-10 17:34:15
7480,found,Pen,Found sum pen (grey) lol not sure whose.,grey,HP,Auditorium,Vikas,2025-11-28 17:34:15
7481,lost,Wallet,"I lost my white wallet, has scratches near xthe edge.",white,Dell,Sports Ground,Siri,2025-10-21 17:34:15
7482,found,Wallet,"Picked up white wallet, belongs to someone.",white,Dell,Sports Ground,Pooja,2025-11-10 17:34:15
7483,lost,Bag,"Can't find my bag (grey), has a sticker.",grey,Lenovo,Main Gate,Vikas,2025-08-05 17:34:15
7484,found,Bag,"grey bag foundq, looks used but fine.",grey,Lenovo,Main Gate,Ananya,2025-08-20 17:34:15
7485,lost,Pen Drive,"Dropped my grey pen drive somewhere, idk where.",grey,Lenskart,Parking Area,Shiva,2025-08-10 17:34:15
7486,found,Watch,Description mismatch idk what this is.,white,Adidas,Hostel Block A,Yash,2025-11-06 17:34:15
7487,lost,Folder,"Missing folder (yellow), last seen near campus.",yellow,Samsung,Garden,Suma,2025-10-25 17:34:15
7488,found,Folder,Found sum folder (yellow) lol not sure whose.,yellow,Samsung,Garden,Harsha,2025-10-02 17:34:15
7489,lost,Folder,L0st folder (red) bro pls help find.,red,WildHorn,Library,Yash,2025-09-01 17:34:15
7490,found,Folder,Found a red folder with minor marks.,red,WildHorn,Library,Sneha,2025-10-17 17:34:15
7491,lost,Cap,"pls My yellow cap is gone, slightly damaged.",yellow,Adidas,Cricket Ground,Kavya,2025-11-06 17:34:15
7492,found,Cap,Found a yellow cap with minor marks.,yellow,Adidas,Cricket Ground,Rohit,2025-10-27 17:34:15
7493,lost,Bag,"Missing bag (pink), last seen near campus.",pink,MI,Cricket Ground,Arjun,2025-08-21 17:34:15
7494,found,Bag,bhai Found a pink bag with minor marks.,pink,MI,Cricket Ground,Megha,2025-11-26 17:34:15
7495,lost,Pen Drive,"My green pen drive is go ne, slightly damaged.",green,Casio,Academic Block,Vikas,2025-08-07 17:34:15
7496,found,Pen,Found something totally unrelated.,black,Adidas,Sports Ground,Pooja,2025-08-07 17:34:15
7497,lost,Watch,"Missing watch (white), last seen near campus.",white,Dell,Hostel Block B,Kiran,2025-11-28 17:34:15
7498,found,Watch,Found a white watch with minor marks.,white,Dell,Hostel Block B,Suma,2025-09-30 17:34:15
7499,lost,Cap,"Can't find my cap (brown), has a sticker.",brown,Milton,Corridor,Harsha,2025-09-28 17:34:15
7500,found,Cap,Found a brown cap withx minor marks.,brown,Milton,Corridor,Siri,2025-08-21 17:34:15
7501,lost,Calculator,"Missing calculator (yellow), last... seen near campus.",yellow,Samsung,Gym,Suma,2025-08-11 17:34:15
7502,found,Calculator,"Picked up yellow calculator, belongs to someone.",yellow,Samsung,Gym,Kavya,2025-09-13 17:34:15
7503,lost,Notebook,"I lost my blue notebook, has scratches near the edge.",blue,Fastrack,Seminar Hall,Rahul,2025-11-15 17:34:15
7504,found,Notebook,bhai Found sum notebook (blue) lol not sure whose.,blue,Fastrack,Seminar Hall,Nikhil,2025-09-26 17:34:15
7505,lost,Tumbler,"My grey tumbler is gone, slightly damaged.",grey,Cello,Corridor,Harsha,2025-10-10 17:34:15
7506,found,Shoe,Object does not match any typical campus items.,pink,Fastrack,Sports Ground,Suma,2025-11-25 17:34:15
7507,lost,Mobile Case,"I lost my black mobile case, has scratches near the edge.",black,Milton,Gym,Kiran,2025-11-29 17:34:15
7508,found,Mobile Case,"black mobile case found, looks used but fine.",black,Milton,Gym,Rahul,2025-11-20 17:34:15
7509,lost,Earphones,"Dropped my purple earphones somewhere, idk where.",purple,Adidas,Canteen,Megha,2025-09-21 17:34:15
7510,found,Bag,"Unclear item, hard to identify.",brown,Nike,Gym,Kiran,2025-09-22 17:34:15
7511,lost,Bag,L0st bag (white) bro pls help find.,white,Lenskart,Garden,Yash,2025-08-29 17:34:15
7512,found,Bag,"Picked up white bag, belongs to someone.",white,Lenskart,Garden,Siri,2025-11-04 17:34:15
7513,lost,Flask,"Missing flask (yellow), last seen near campus.",yellow,WildHorn,Main Gate,Harsha,2025-08-26 17:34:15
7514,found,Folder,Found something totally unrelated.,grey,Lenovo,Study Hall,Arjun,2025-08-29 17:34:15
7515,lost,Water Bottle,"idk I lost my silver water bottle, has scratches near the zedge.",silver,Casio,Bus Stop,Harsha,2025-09-14 17:34:15
7516,found,Water Bottle,"Picked up silver water bottle, belongs to someone.",silver,Casio,Bus Stop,Sneha,2025-10-29 17:34:15
7517,lost,Ruler,L0st ruler (brown) bro pls help find.,brown,Lenovo,Gym,Sneha,2025-09-20 17:34:15
7518,found,Ruler,"Picked up brown ruler, belongs to someone.",brown,Lenovo,Gym,Arjun,2025-08-31 17:34:15
7519,lost,Marker,L0stq marker (pink) bro pls help find.,pink,Lenskart,Bus Stop,Suma,2025-09-08 17:34:15
7520,found,Marker,Marker (pink) discovered near walkway.,pink,Lenskart,Bus Stop,Siri,2025-11-01 17:34:15
7521,lost,Notepad,"My red notepad is gone, slightly damaged.",red,Samsung,Academic Block,Amit,2025-09-28 17:34:15
7522,found,Notepad,"Picked up red notepad, belongs to someone.",red,Samsung,Academic Block,Ravi,2025-11-25 17:34:15
7523,lost,Pencil Box,"Can't find my penc...il box (blue), has a sticker.",blue,Nike,Canteen,Manoj,2025-09-01 17:34:15
7524,found,Pencil Box,Pencil Box (blue) discovered near walkway.,blue,Nike,Canteen,Pooja,2025-10-22 17:34:15
7525,lost,Glasses,"Missqing glasses (brown), last seen near campus.",brown,Casio,Hostel Block A,Kiran,2025-11-11 17:34:15
7526,found,Glasses,"brown glasses found, looks used but fine.",brown,Casio,Hostel Block A,Amit,2025-09-01 17:34:15
7527,lost,Pen Drive,"Dropped my purple pen drive somewhere, idk where.",purple,HP,Garden,Kiran,2025-10-05 17:34:15
7528,found,Notepad,Description mismatch idk what this is.,blue,None,Sports Complex,Yash,2025-09-21 17:34:15
7529,lost,Glasses,"My brown glasses is gone, slightly damaged.",brown,Lenovo,Bus Stop,Arjun,2025-12-01 17:34:15
7530,found,Shoe,"Unclear item, hard to identify.",white,Nike,Study Hall,Ravi,2025-10-25 17:34:15
7531,lost,Mobile Case,"I lost my blue mobile case, has scratches near the edge.",blue,HP,Bus Stop,Sneha,2025-08-11 17:34:15
7532,found,Mobile Case,"lol Picked up blue mobile case, belongs to someone.",blue,HP,Bus Stop,Rahul,2025-11-26 17:34:15
7533,lost,USB Cable,"Dropped my blue usb cable somewhere, idk where.",blue,Casio,Canteen,Shiva,2025-09-26 17:34:15
7534,found,USB Cable,"Picked up blue usb cable, belongs to someone.",blue,Casio,Canteen,Kiran,2025-09-20 17:34:15
7535,lost,Folder,"Can't find my folder (pink), has a sticker.",pink,Fastrack,Cricket Ground,Ravi,2025-08-19 17:34:15
7536,found,Folder,"pink folder found, looks used but fine.",pink,Fastrack,Cricket Ground,Kiran,2025-09-09 17:34:15
7537,lost,Wallet,"Can't find my wallet (yellow), has a sticker.",yellow,Adidas,Library,Harsha,2025-08-06 17:34:15
7538,found,Wallet,Wallet (yellow) discovered near walkway.,yellow,Adidas,Library,Pooja,2025-10-19 17:34:15
7539,lost,Folder,"Missing folder (brown), last seen near campus.",brown,Casio,Cricket Ground,Megha,2025-09-21 17:34:15
7540,found,Folder,"Picked up brown folder, belongs to someone.",brown,Casio,Cricket Ground,Deepak,2025-09-04 17:34:15
7541,lost,Bag,"I lost my green bag, has scratches near the edge.",green,Milton,Classroom A102,Vikas,2025-10-27 17:34:15
7542,found,Bag,Bag (green) discovered near walkway.,green,Milton,Classroom A102,Siri,2025-08-30 17:34:15
7543,lost,Earphones,"idk My red earphones is gone, slightly damaged.",red,Dell,Hostel Block A,Ananya,2025-08-22 17:34:15
7544,found,Earphones,"Picked up red earphones, belongs to someone.",red,Dell,Hostel Block A,Amit,2025-08-26 17:34:15
7545,lost,Watch,"My black watch is gone, sli ghtly damaged.",black,Nike,Seminar Hall,Siri,2025-08-21 17:34:15
7546,found,Watch,Found sum watch (black) lol not sure whose.,black,Nike,Seminar Hall,Harsha,2025-10-02 17:34:15
7547,lost,Ruler,"Can't find my ruler (brown), has a sticker.",brown,MI,Sports Complex,Sneha,2025-10-05 17:34:15
7548,found,Ruler,pls Ruler (brown) discovered near walkway.,brown,MI,Sports Complex,Arjun,2025-10-22 17:34:15
7549,lost,Wallet,"I lost my silver wallet, has scratches near the edge.",silver,Lenskart,Classroom A102,Kavya,2025-08-29 17:34:15
7550,found,Wallet,Found a silver wallet w!!ith minor marks.,silver,Lenskart,Classroom A102,Ravi,2025-11-05 17:34:15
7551,lost,Sketchbook,"Can't find my sketchbook (blue), has a sticker.",blue,Nike,Library,Rahul,2025-09-09 17:34:15
7552,found,Sketchbook,Found sum sketchbook (blue) lol not sure whose.,blue,Nike,Library,Harsha,2025-11-01 17:34:15
7553,lost,Tumbler,"I lost my black tumbler, has scratches near the edge.",black,Milton,Classroom A102,Vikas,2025-11-15 17:34:15
7554,found,Tumbler,Found sum tumbler (black) lol not sure whose.,black,Milton,Classroom A102,Kiran,2025-09-07 17:34:15
7555,lost,ID Card,"I lost my black id card, has scratches near the edge.",black,Boat,Study Hall,Sneha,2025-10-15 17:34:15
7556,found,ID Card,"black id card found, looks used but fine.",black,Boat,Study Hall,Suma,2025-10-30 17:34:15
7557,lost,Bag,L0st bag (red) bro pls help find.,red,Dell,Sports Ground,Vikas,2025-08-14 17:34:15
7558,found,Notepad,Found somxething totally unrelated.,red,WildHorn,Seminar Hall,Siri,2025-08-25 17:34:15
7559,lost,Flask,"My purple flask i s gone, slightly damaged.",purple,Nike,Main Gate,Sneha,2025-10-01 17:34:15
7560,found,Flask,"Picked up purple flask, belongs to someone.",purple,Nike,Main Gate,Rahul,2025-09-01 17:34:15
7561,lost,Bag,L0st bag (brown) bro pls help find.,brown,Lenskart,Garden,Shiva,2025-08-29 17:34:15
7562,found,Bag,Bag (brown) discovered near walkway.,brown,Lenskart,Garden,Shiva,2025-08-22 17:34:15
7563,lost,Cap,"Dropped my red cap somewhere, idk where.",red,None,Library,Ananya,2025-10-08 17:34:15
7564,found,Cap,"Picked up red capq, belongs to someone.",red,None,Library,Manoj,2025-08-15 17:34:15
7565,lost,Sketchbook,"I lost my grey sketchbook, has scratches near the edge.",grey,Boat,Seminar Hall,Kavya,2025-09-13 17:34:15
7566,found,Sketchbook,Found sum sketchbook (grey) lol not sure whose.,grey,Boat,Seminar Hall,Suma,2025-08-19 17:34:15
7567,lost,Laptop Bag,"My purple laptop bag is gone, sl ightly damaged.",purple,Cello,Parking Area,Shiva,2025-10-15 17:34:15
7568,found,Bag,"Unclear item, hard to identify.",grey,Puma,Study Hall,Yash,2025-11-08 17:34:15
7569,lost,Wallet,"I lost my pink wallet, has scratches near the edge.",pink,Samsung,Garden,Siri,2025-10-20 17:34:15
7570,found,Wallet,Found sum wallet (pink) lol not sure whose.,pink,Samsung,Garden,Ravi,2025-10-04 17:34:15
7571,lost,Textbook,"I lost my grey textbook, has scratches near the edge.",grey,None,Auditorium,Suma,2025-08-07 17:34:15
7572,found,Textbook,Found sum textbook (grey) lol not sure whose.,grey,None,Auditorium,Ravi,2025-10-14 17:34:15
7573,lost,Mobile Case,"I lost my pink mobile case, has scratches near the edge.",pink,HP,Gym,Pooja,2025-09-03 17:34:15
7574,found,Mobile Case,Mobile Case (pink) discovered near walkway.,pink,HP,Gym,Manoj,2025-10-17 17:34:15
7575,lost,Pen,"Dropped my white pen somewhere, idk where.",white,Milton,Auditorium,Shiva,2025-08-27 17:34:15
7576,found,Pen,Found a white pen with minor marks.,white,Milton,Auditorium,Ravi,2025-10-19 17:34:15
7577,lost,Pen Drive,L0st pen drive (silver) bro pls help find.,silver,Boat,Hostel Block B,Kavya,2025-09-03 17:34:15
7578,found,Pen Drive,Found sum pen drive (silver) lol not sure whose.,silver,Boat,Hostel Block B,Manoj,2025-12-01 17:34:15
7579,lost,Keychain,"I lost my green keychain, has scratches near the edge.",green,Adidas,Library,Shiva,2025-09-10 17:34:15
7580,found,Keychain,Found a gre...en keychain with minor marks.,green,Adidas,Library,Vikas,2025-11-23 17:34:15
7581,lost,Flask,"Missing flask (purple), last seen near campus.",purple,Reebok,Seminar Hall,Nikhil,2025-09-19 17:34:15
7582,found,Charger,Found something totalzly unrelated.,white,Puma,Garden,Nikhil,2025-11-10 17:34:15
7583,lost,Watch,L0st watch (blue) bro pls help find.,blue,None,Seminar Hall,Amit,2025-08-14 17:34:15
7584,found,Watch,bro Found sum watch (bxlue) lol not sure whose.,blue,None,Seminar Hall,Kiran,2025-10-20 17:34:15
7585,lost,Textbook,"Missing textbook (blue), last seen near ...campus.",blue,Nike,Sports Ground,Megha,2025-08-12 17:34:15
7586,found,Notepad,Description mismatch idk what this is.,red,Reebok,Garden,Sneha,2025-08-26 17:34:15
7587,lost,Cap,"My white capz is gone, slightly damaged.",white,Milton,Corridor,Suma,2025-09-10 17:34:15
7588,found,Power Bank,idk Object does not match any typical campus items.,brown,Fastrack,Academic Block,Kavya,2025-10-08 17:34:15
7589,lost,Mobile Case,"ngl Missing mobile case (yellow), last seen near campus.",yellow,Nike,Sports Complex,Rahul,2025-11-17 17:34:15
7590,found,Mobile Case,Found sum mobile case (yellow) lol not sure whose.,yellow,Nike,Sports Complex,Manoj,2025-08-15 17:34:15
7591,lost,Calculator,"Can't find my calculator (green), has a sticker.",green,Lenskart,Admin Block,Siri,2025-10-03 17:34:15
7592,found,Calculator,"Picked up green calculator, belongs to someone.",green,Lenskart,Admin Block,Yash,2025-11-21 17:34:15
7593,lost,Sketchbook,L0st sketchbook (white) bro pls help find.,white,WildHorn,Main Gate,Rahul,2025-09-16 17:34:15
7594,found,Sketchbook,Found sum sketchbook (white) lol not sure whose.,white,WildHorn,Main Gate,Sneha,2025-11-12 17:34:15
7595,lost,Sketchbook,"Can't find my sketchbook (blue), has a sticker.",blue,Lenovo,Seminar Hall,Ananya,2025-09-01 17:34:15
7596,found,Sketchbook,"blue sketchbook found, looks used but fine.",blue,Lenovo,Seminar Hall,Megha,2025-11-19 17:34:15
7597,lost,Ruler,L0st ruler (brown) bro pls help find.,brown,Reebok,Main Gate,Ananya,2025-09-23 17:34:15
7598,found,Ruler,Found sum ruler (brown) lol not sure whose.,brown,Reebok,Main Gate,Manoj,2025-08-21 17:34:15
7599,lost,Watch,"Missing watch (silver), last seen near campus.",silver,Lenskart,Garden,Sneha,2025-10-23 17:34:15
7600,found,Watch,"silver watch found, looks used but fine.",silver,Lenskart,Garden,Deepak,2025-10-22 17:34:15
7601,lost,Earphones,"Missing earphones (purple), last seen near campus.",purple,MI,Auditorium,Ravi,2025-09-24 17:34:15
7602,found,Earphones,Earphones (purple) discovered near walkway.,purple,MI,Auditorium,Deepak,2025-10-25 17:34:15
7603,lost,Charger,L0st charger (black) bro !!pls help find.,black,Boat,Admin Block,Yash,2025-08-03 17:34:15
7604,found,Charger,Charger (black) discovered near walkway.,black,Boat,Admin Block,Megha,2025-09-17 17:34:15
7605,lost,Keychain,"Can't find my keychain (purple), has a sticker.",purple,Pearson,Auditorium,Rohit,2025-09-20 17:34:15
7606,found,Keychain,Keychain (purple) discovered near walkway.,purple,Pearson,Auditorium,Rohit,2025-08-31 17:34:15
7607,lost,Notebook,L0st notebook (white) bro pls help find.,white,Puma,Seminar Hall,Amit,2025-08-08 17:34:15
7608,found,Earphones,bhai Description mismatch idk what this is.,purple,Fastrack,Library,Deepak,2025-08-05 17:34:15
7609,lost,Ruler,"lol Can't find my ruler (blue), has a st...icker.",blue,Reebok,Auditorium,Shiva,2025-08-06 17:34:15
7610,found,Ruler,"Picked up blue ruler, belongs to someone.",blue,Reebok,Auditorium,Ananya,2025-08-29 17:34:15
7611,lost,Sketchbook,"Dropped my white sketchbook somewher...e, idk where.",white,None,Gym,Sneha,2025-08-24 17:34:15
7612,found,Sketchbook,"Picked up white sketchbook, belongs to someone.",white,None,Gym,Rohit,2025-08-29 17:34:15
7613,lost,Flask,"Can't find my flask (blue), has a sticker.",blue,None,Classroom A102,Pooja,2025-09-14 17:34:15
7614,found,Flask,"Picked up ...blue flask, belongs to someone.",blue,None,Classroom A102,Nikhil,2025-10-23 17:34:15
7615,lost,Water Bottle,"I lost my grey water bottle, has scratches near the edge.",grey,MI,Parking Area,Megha,2025-10-05 17:34:15
7616,found,Water Bottle,"grey water bottle found, looks used but fine.",grey,MI,Parking Area,Vikas,2025-10-29 17:34:15
7617,lost,Shoe,"Dropped my silver shoe somewhere, idk where.",silver,Nike,Parking Area,Manoj,2025-08-05 17:34:15
7618,found,Shoe,Found a silver shoe with minor marks.,silver,Nike,Parking Area,Megha,2025-10-02 17:34:15
7619,lost,Earphones,L0st earphones (red) bro pls help find.,red,Pearson,Academic Block,Arjun,2025-08-19 17:34:15
7620,found,Earphones,Earphones (red) discovered near walkway.,red,Pearson,Academic Block,Ananya,2025-08-24 17:34:15
7621,lost,Textbook,"I lost my purple textbook, has scratches near the edge.",purple,Fastrack,Parking Area,Kavya,2025-08-08 17:34:15
7622,found,Textbook,Found a purple textbook with minor marks.,purple,Fastrack,Parking Area,Vikas,2025-11-04 17:34:15
7623,lost,Pencil Box,"Missing pencil box (grey), last s een near campus.",grey,Casio,Main Gate,Amit,2025-11-23 17:34:15
7624,found,Pencil Box,ngl Found sum pencixl box (grey) lol not sure whose.,grey,Casio,Main Gate,Arjun,2025-09-26 17:34:15
7625,lost,Lunch Box,"My white lunch box is gone, slightly damaged.",white,Puma,Canteen,Rohit,2025-09-27 17:34:15
7626,found,Lunch Box,Lunch Box (white) discovered near walkway.,white,Puma,Canteen,Ravi,2025-08-10 17:34:15
7627,lost,Laptop Bag,"Missing laptop bag (purple), last seen near campus.",purple,Casio,Seminar Hall,Arjun,2025-10-05 17:34:15
7628,found,Pen,Item looks damaged and unrecognizable.,green,Milton,Library,Harsha,2025-10-10 17:34:15
7629,lost,Charger,"Dropped my black charger somewhere, idk where.",black,HP,Hostel Block A,Pooja,2025-11-10 17:34:15
7630,found,Charger,"black charger found, looks used but fine.",black,HP,Hostel Block A,Kavya,2025-08-20 17:34:15
7631,lost,Cap,"Missing cap (blue), last seen near campus.",blue,Milton,Classroom A102,Arjun,2025-08-11 17:34:15
7632,found,Cap,bro Cap (blue) discovered near walkway.,blue,Milton,Classroom A102,Pooja,2025-10-07 17:34:15
7633,lost,Power Bank,"Missing power bank (black), last seen near campus.",black,Cello,Hostel Block A,Pooja,2025-11-20 17:34:15
7634,found,Power Bank,Power Bank (black) discovered near walkway.,black,Cello,Hostel Block A,Harsha,2025-10-27 17:34:15
7635,lost,Wallet,"I lost my yellow wallet, has scratches near the edge.",yellow,Milton,Garden,Suma,2025-11-07 17:34:15
7636,found,Folder,Object does not match any typical campus items.,grey,Lenovo,Gym,Suma,2025-11-07 17:34:15
7637,lost,Pen Drive,L0st pen drive (black) bro pls help find.,black,Cello,Cricket Ground,Rahul,2025-10-02 17:34:15
7638,found,Pen Drive,Pen Drive (black) discovered near walkway.,black,Cello,Cricket Ground,Pooja,2025-08-23 17:34:15
7639,lost,Flask,"bhai I lost my silver flask, has scratch es near the edge.",silver,Casio,Seminar Hall,Arjun,2025-09-13 17:34:15
7640,found,Flask,"silver flask found, looks used but fine.",silver,Casio,Seminar Hall,Rohit,2025-08-27 17:34:15
7641,lost,Ruler,"Can't find my ruler (white), h!!as a sticker.",white,Fastrack,Canteen,Megha,2025-08-13 17:34:15
7642,found,Ruler,"white ruler found, looks used but fine.",white,Fastrack,Canteen,Arjun,2025-10-15 17:34:15
7643,lost,Mobile Case,"I lost my green mobile case, has scratches near the edge.",green,Lenskart,Admin Block,Kavya,2025-09-28 17:34:15
7644,found,Mobile Case,"dude Pi!!cked up green mobile case, belongs to someone.",green,Lenskart,Admin Block,Suma,2025-09-20 17:34:15
7645,lost,Wallet,"I lost my red wallet, has scratches near the edge.",red,Lenskart,Cricket Ground,Sneha,2025-11-15 17:34:15
7646,found,Wallet,"Picked up red wallet, belongs to someone.",red,Lenskart,Cricket Ground,Rahul,2025-08-22 17:34:15
7647,lost,Mobile Case,"Missing mobile case (grey), last seen near campus.",grey,Pearson,Auditorium,Suma,2025-10-23 17:34:15
7648,found,Mobile Case,Found sum mobile case (grey) lol not sure whose.,grey,Pearson,Auditorium,Rohit,2025-09-22 17:34:15
7649,lost,Flask,"Missing flask (blue),  last seen near campus.",blue,Fastrack,Canteen,Rohit,2025-09-15 17:34:15
7650,found,Flask,Flask (blue) discovered near walkway.,blue,Fastrack,Canteen,Deepak,2025-12-01 17:34:15
7651,lost,Sketchbook,"My pink sketchbook is gone, slightly damaged.",pink,Puma,Admin Block,Deepak,2025-10-09 17:34:15
7652,found,Sketchbook,"pxink sketchbook found, looks used but fine.",pink,Puma,Admin Block,Manoj,2025-09-23 17:34:15
7653,lost,Notepad,"My blue notepad is gone, slightly damaged.",blue,Pearson,Main Gate,Vikas,2025-10-23 17:34:15
7654,found,Notepad,Notepad (blue) discovered near walkway.,blue,Pearson,Main Gate,Manoj,2025-08-06 17:34:15
7655,lost,Umbrella,"Missing umbrella (brown), last seen near campus.",brown,MI,Canteen,Sneha,2025-11-02 17:34:15
7656,found,Umbrella,"brown umbrella found, looks used but fine.",brown,MI,Canteen,Kiran,2025-11-11 17:34:15
7657,lost,Charger,L0st charger (pink) bro pls help find.,pink,Puma,Bus Stop,Nikhil,2025-10-04 17:34:15
7658,found,Charger,Charger (pink) discovered near walkway.,pink,Puma,Bus Stop,Amit,2025-11-20 17:34:15
7659,lost,Lunch Box,"Dropped my yellow lunch box somewhere, idk where.",yellow,None,Gym,Kiran,2025-10-23 17:34:15
7660,found,Lunch Box,Lunch Box (yellow) discovered near walkway.,yellow,None,Gym,Kiran,2025-11-16 17:34:15
7661,lost,Notebook,"My grey notebook is gone, slightly damaged.",grey,Dell,Hostel Block B,Megha,2025-10-15 17:34:15
7662,found,Notebook,Noteboo k (grey) discovered near walkway.,grey,Dell,Hostel Block B,Yash,2025-10-06 17:34:15
7663,lost,Wallet,"I lost my red wallet, has scratches near the edge.",red,Samsung,Gym,Siri,2025-08-19 17:34:15
7664,found,Wallet,"dude Picked up red wallet, belongs to someone.",red,Samsung,Gym,Sneha,2025-08-04 17:34:15
7665,lost,Calculator,"My black calc ulator is gone, slightly damaged.",black,Cello,Main Gate,Ravi,2025-10-24 17:34:15
7666,found,Calculator,"black calculator found, looks used but fine.",black,Cello,Main Gate,Amit,2025-10-10 17:34:15
7667,lost,Calculator,"Can't find my calculator (green), has a sticker.",green,Pearson,Garden,Ravi,2025-08-17 17:34:15
7668,found,Calculator,Found a green calculator with minor marks.,green,Pearson,Garden,Ravi,2025-11-12 17:34:15
7669,lost,Ruler,L0st ruler (black) bro pls help find.,black,Lenovo,Gym,Nikhil,2025-09-09 17:34:15
7670,found,Lunch Box,"Unclear item, hard to identify.",green,Casio,Parking Area,Yash,2025-10-20 17:34:15
7671,lost,ID Card,L0st id card (bzlack) bro pls help find.,black,Cello,Parking Area,Vikas,2025-11-21 17:34:15
7672,found,ID Card,"Picked up black id card, belongs to someone.",black,Cello,Parking Area,Yash,2025-10-29 17:34:15
7673,lost,Laptop Bag,"Missing laptop bag (grey), last seen near campus.",grey,WildHorn,Admin Block,Shiva,2025-11-21 17:34:15
7674,found,Laptop Bag,Found a grey laptop bag with minor marks.,grey,WildHorn,Admin Block,Arjun,2025-11-03 17:34:15
7675,lost,Shoe,"Missing shoe (blue), last seen near campus.",blue,Pearson,Seminar Hall,Kiran,2025-09-17 17:34:15
7676,found,Shoe,Shoe (blue) discovered near walkway.,blue,Pearson,Seminar Hall,Nikhil,2025-11-16 17:34:15
7677,lost,Clipboard,"Dropped my green clipboard somewhere, idk where.",green,Cello,Canteen,Pooja,2025-11-24 17:34:15
7678,found,Clipboard,Found a green clipboard with minor marks.,green,Cello,Canteen,Siri,2025-11-09 17:34:15
7679,lost,Pen,"My silve r pen is gone, slightly damaged.",silver,MI,Admin Block,Kavya,2025-08-03 17:34:15
7680,found,Pen,"silver pen found, looks used but fine.",silver,MI,Admin Block,Kavya,2025-10-09 17:34:15
7681,lost,Pen Drive,"My purple pen drive is gone, slightly damaged.",purple,Milton,Garden,Siri,2025-11-09 17:34:15
7682,found,Pen Drive,"Picked up purple pen drive, belongs to someone.",purple,Milton,Garden,Shiva,2025-08-14 17:34:15
7683,lost,Ruler,"Dropped my yellow ruler somewhere, idk where.",yellow,Adidas,Hostel Block A,Megha,2025-10-03 17:34:15
7684,found,Ruler,"yellow ruler found, looks used but fine.",yellow,Adidas,Hostel Block A,Ananya,2025-09-29 17:34:15
7685,lost,Power Bank,"Missing power bank (pink), last seen near campus.",pink,Fastrack,Bus Stop,Shiva,2025-11-12 17:34:15
